X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
3.18409999968682,41.8881999989959,1030,Cataluña/Catalunya,Girona, ,17117,Palafrugell,http://www.palafrugell.net,1047,D'en Calau, , ,"Playa urbana situada en el núcleo de Calella de Palafrugell, muy frecuentada por gente de la zona y con mucho ambiente en el paseo marítimo.",77 metros,16 metros, ,Alto,Urbana,Sí, ,Dorada,Oleaje moderado,Sí,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,No,C-31,No, ,No, , ,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,"Esta playa se corresponde con la segunda playa que aparece en la foto, de izquierda a derecha. Emergencias (112).",515273,4637380,31,"03º 11' 02,797'' E","41º 53' 17,866'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,1 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,12 km.,Arena,Urbana,Sí,Conjunto Histórico,3.1841,41.8882,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1047
3.18500000021043,41.8882999991081,1031,Cataluña/Catalunya,Girona, ,17117,Palafrugell,http://www.palafrugell.net,1048,Port Bo,Platja de les Barques, ,Playa urbana utilizada por los pescadores de la zona para amarrar sus pequeñas embarcaciones,54 metros,16 metros, ,Alto,Urbana,Sí, ,Dorada,Oleaje moderado,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,C-31,No, ,Sí,No vigilado, ,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,"Esta playa se corresponde con la tercera playa que aparece en la foto, de izquierda a derecha. Paseo marítimo formado por camino de ronda. Emergencias (112).",515348,4637391,31,"03º 11' 06,233'' E","41º 53' 18,006'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,1 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,12 km.,Arena,Urbana,Sí,Conjunto Histórico,3.185,41.8883,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1048
3.18569999981916,41.8882999991081,1032,Cataluña/Catalunya,Girona, ,17117,Palafrugell,http://www.palafrugell.net,1049,Malaspina,Port de la Malaespina, ,"Playa situada en el casco urbano de Calella de Palafrugell, rodeada de casas de pueblo a pie de playa.",44 metros,7 metros, ,Alto,Urbana,Sí, ,Dorada,Oleaje moderado,Sí,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,No,C-31,No, ,No, , ,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,"Esta playa se corresponde con la cuarta playa que aparece en la foto, de izquierda a derecha, hasta el saliente conocido como Sota de Sant Genis. Paseo marítimo formado por camino de ronda. Emergencias (112).",515406,4637391,31,"03º 11' 08,711'' E","41º 53' 17,960'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,1 Km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,12 km.,Arena,Urbana,Sí,Conjunto Histórico,3.1857,41.8883,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1049
3.18780000044198,41.888599999174,1033,Cataluña/Catalunya,Girona, ,17117,Palafrugell,http://www.palafrugell.net,1050,Canadell,Els Canyissos, ,"Es una de las playas ubicadas en el núcleo urbano de Calella de Palafrugell, muy frecuentadas por los habitantes de la zona.",210 metros,27 metros, ,Alto,Urbana,Sí, ,Dorada,Oleaje moderado,Sí,No,No, , , ,Sí,Sí, ,Sí, ,A pie fácil / Coche,Sí,No,C-31,No, ,No, , ,Sí, ,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Paseo marítimo formado por camino de ronda. Emergencias (112).,515580,4637425,31,"03º 11' 16,24'' E","41º 53' 19,263'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,1 Km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,12 km.,Arena,Urbana,No, ,3.1878,41.8886,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1050
3.13719999985034,41.8478999987568,1034,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1055,Cala de Morro del Vedell, , ,"Playa visitada por aficionados a la pesca, tanto deportiva como submarina, más que por bañistas y turistas.",49 metros,26 metros, ,Medio,Semiurbana,No, ,Dorada,Oleaje moderado,No,No,Sí, , , ,No,No, ,No, ,A pie fácil / Coche,Sí,No,C-31,Sí,urbano,Sí,No vigilado,Más de 100 plazas,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Dispone de una pasarela de acceso para personas con movilidad reducida. Emergencias (112).,511390,4632898,31,"03º 08' 14,116'' E","41º 50' 52,694'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,0 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,2 km.,Arena,Montaña,No, ,3.1372,41.8479,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1055
3.14020000009848,41.8493999990915,1035,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1056,Cala Margarida, , ,"Típica playa rodeada de pequeñas casas de pescadores, compuesta de bolos y piedras donde se encuentran las barcas de pesca.",112 metros,11 metros, ,Medio,Semiurbana,Sí, , ,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,Sí,No,C-31,Sí,urbano,Sí,No vigilado,Menos de 50 plazas,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,511638,4633065,31,"03º 08' 24,995'' E","41º 50' 57,870'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,1 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,1 km.,Bolos,Montaña,No, ,3.1402,41.8494,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1056
3.14269999985609,41.8568999990836,1036,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1057,La Fosca, , ,"Esta playa, muy equipada y visitada, toma su nombre de una gran roca que la separa de otra playa conocida como San Esteve de la Fosca.",300 metros,37 metros, ,Alto,Semiurbana,Sí, ,Dorada,Oleaje moderado,Sí,No,Sí, , , ,Sí,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,C-31,Sí,urbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Dispone de pasarela de acceso para personas con movilidad reducida. Emergencias (112).,511845,4633898,31,"03º 08' 34,045'' E","41º 51' 25,127'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,1 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,3 km.,Arena,Semiurbana,No, ,3.1427,41.8569,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1057
2.95740000025128,41.7379999990605,1037,Cataluña/Catalunya,Girona, ,17202,Tossa de Mar,http://www.tossademar.com,1104,Cala de Sa Futadera,Pentine, ,"Excelente cala de difícil acceso, muy recomendable para acudir a pasar el día, fondear el barco y disfrutar de las vistas de unos escarpados acantilados llenos de vegetación.",100 metros,10 metros, ,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,Sí,Sí, , , ,No,No, ,No, ,A pie difícil / Barco,Sí,No,GI-682,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,El tipo de arena es dorado y de textura gruesa. También es conocida como la cala de los 300 escalones por ser éste su acceso. Emergencias (112).,496458,4620688,31,"02º 57' 26,769'' E","41º 44' 17,140"" N",Canyelles Club Náutico,http://www.cncanyelles.com/,15 km.,Hospital Comarcal de la Selva,"Ctra. Cala de Sant Francesc, s/n (Blanes)",972353264,26 km.,Arena / Bolos,Montaña,No, ,2.9574,41.738,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1104
2.96629999963989,41.7477999993931,1038,Cataluña/Catalunya,Girona, ,17202,Tossa de Mar,http://www.tossademar.com,1105,Cala Salions, , ,Cala semiurbana rodeada de montañas y mucha vegetación que acoge a gran cantidad de visitantes. El acceso es por la urbanización Cala Salions,80 metros,50 metros, ,Alto,Semiurbana,No, ,Dorada,Oleaje moderado,Sí,No,Sí, , , ,No,No, ,Sí, ,A pie fácil / Coche / Barco,Sí,No,GI-682,Sí,Interurbano,No, , ,No, ,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,El tipo de arena es dorado y de textura gruesa. Emergencias (112).,497198,4621776,31,"02º 57' 58,748'' E","41º 44' 52,115'' N",Club Nàutic Sant Feliu de Guíxols,http://www.cnsfg.cat/es/,15 km.,Hospital Comarcal de la Selva,"Ctra. Cala de Sant Francesc, s/n (Blanes)",972353264,28 km.,Arena,Urbana,No, ,2.9663,41.7478,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1105
0.533400000097618,40.5556999990654,1039,Cataluña/Catalunya,Tarragona, ,43004,Alcanar,http://www.alcanar.org,1106,La Fonda,Camping casas, ,"Playa aislada, de difícil acceso y con un bajo grado de ocupación.",60 metros,10 metros, ,Bajo,Aislada,No, , ,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie difícil,No,No,N-340,Sí,Interurbano (Línea N-340 a 500 m.),Sí,No vigilado,Más de 100 plazas,No,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112).,291158,4492361,31,"00º 32' 00,479'' E","40º 33' 20,555'' N",Club Náutic Les Cases,http://www.cncaportlescases.com,"0,2 km.",Verge de la Cinta,"Esplanetes, 44 (Tortosa)",977519100,50 km.,Roca / Grava,Semiurbana,No, ,0.5334,40.5557,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1106
0.540700000252216,40.5692999989583,1040,Cataluña/Catalunya,Tarragona, ,43004,Alcanar,http://www.alcanar.org,1107,Mar-i-Cel,Maricel, ,"Playa compuesta de grava y arena, aislada de núcleos urbanos y con total ausencia de instalaciones y servicios.",400 metros,25 metros,Media,Medio,Aislada,No, ,Dorada,Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie fácil / Coche,No,No,N-340,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí, ,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Cierta accesibilidad pero con dificultades. Establecimientos de comida y bebida cruzando la N-340. Emergencias (112).,291819,4493854,31,"00º 32' 26,699'' E","40º 34' 09,657'' N",Club Náutic Les Cases,http://www.cncaportlescases.com,2 km.,Verge de la Cinta,"Esplanetes, 44 (Tortosa)",977519100,46 km.,Arena / Grava,Semiurbana,No, ,0.5407,40.5693,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1107
0.847400000015998,40.9265999989045,1041,Cataluña/Catalunya,Tarragona, ,43013,L'Ametlla de Mar,http://www.ametllamar.cat,1159,Cala Llobeta, , ,"Estas calas de dorada y fina arena son las principales protagonistas de esta costa, donde se puede oler el aroma de los pinares que acarician el agua.",25 metros,10 metros,Mucha,Medio,Semiurbana,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie fácil / Coche / Barco,Sí,No,N-340. Urb. Calafat. Autopista A-7. Salida 39,No, ,Sí,No vigilado,Menos de 50 plazas,No, ,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Emergencias (112).,318756,4532840,31,"00º 50' 50,977'' E","40º 55' 36,047'' N",Port Calafat,http://www.portcalafat.com,"0,3 km.",Verge de la Cinta,"Esplanetes, 44 (Tortosa)",977519100,50 km.,Arena / Grava,Urbana,No, ,0.8474,40.9266,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1159
0.857700000418693,40.9389999990794,1042,Cataluña/Catalunya,Tarragona, ,43162,Vandellòs i l'Hospitalet de l'Infant,http://www.vandellos-hospitalet.org,1160,L'Almadrava,L'Arenalet, ,"Playa extensa de arena dorada ubicada en una zona semiurbana, que se caracteriza por sus aguas tranquilas.",1.200 metros,25 metros,Mucha,Medio,Semiurbana,Sí,completo,Dorada,Aguas tranquilas,No,No,No, , , ,No,Sí, ,Sí, ,A pie fácil / Coche / Barco,Sí,Sí,"N-340, A-7",Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Esta playa en el extremo cercano a la Central Nuclear también se conoce con el nombre de L'Arenalet. Dispone de aseos adaptados. Emergencias (112).,319657,4534195,31,"00º 51' 27,724'' E","40º 56' 20,444'' N",Club Nàutic Hospitalet-Vandellòs,http://www.cnhv.net,10 km.,Hospital Universitario Sant Joan,"President Companys, s/n (Reus)",977311128,45 km.,Arena,Montaña,No, ,0.8577,40.939,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1160
1.38979999995964,41.1326999993634,1043,Cataluña/Catalunya,Tarragona, ,43012,Altafulla,http://www.altafulla.cat,1207,Cala Canyadell,Cala Capellans, ,Pequeña cala de arena ubicada en una zona semiurbana que presenta un bajo grado de ocupación.,60 metros,60 metros,Poca,Bajo,Semiurbana,No, ,Dorada,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil,No,No,N-340,Sí,Interurbano,No, , ,No, ,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,"Esta playa se sitúa a ambos lados del límite del término municipal entre Altafulla y Torredembarra, y pertenece a ambos términos municipales. Emergencias (112).",364849,4554738,31,"01º 23' 23,510'' E","41º 07' 57,80'' N",Puerto Deportivo de Torredembarra,http://www.port-torredembarra.es/,2 km.,Hospital Sant Pau i Santa Tecla,"Rambla Vella, 14 (Tarragona)",977259900,14 km.,Arena,Semiurbana,No, ,1.3898,41.1327,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1207
1.40979999981713,41.1422999990452,1044,Cataluña/Catalunya,Tarragona, ,43153,Torredembarra,http://www.torredembarra.cat,1208,Barrio Marítimo,Barri Marítim, ,Playa situada en el antiguo barrio de pescadores y va desde la plaza de Narcís Monturiol hasta el Club Marítimo y a su lado esta ubicado el Paseo Marítimo.,820 metros,50 metros,Poca,Alto,Urbana,Sí,completo,Dorada,Aguas tranquilas,No,No,No, , , ,Sí,Sí, ,Sí, ,A pie fácil / Coche / Barco,No,Sí,Passeig Marritim,Sí,Urbano (Línea 1),Sí,No vigilado,Más de 100 plazas,Sí, ,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,"El equipo de vigilancia es la Policía Local, que patrulla las playas del término municipal durante unas horas determinadas. Dispone de redes de voley. Emergencias (112).",366547,4555773,31,"01º 24' 35,585'' E","41º 08' 32,467'' N",Puerto Deportivo de Torredembarra,http://www.port-torredembarra.es/,1 km.,Hospital Sant Pau i Santa Tecla,"Rambla Vella, 14 (Tarragona)",977259900,15 km.,Arena,Urbana,No, ,1.4098,41.1423,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1208
3.14490000003804,41.8585999987955,1045,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1058,Sant Esteve de la Fosca, , ,Playa con un alto grado de ocupación que dispone de los equipamientos que comparte con su playa vecina de La Fosca.,177 metros,67 metros, ,Alto,Semiurbana,Sí, ,Dorada,Oleaje moderado,Sí,No,Sí, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,C-31,Sí,urbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Emergencias (112).,512027,4634087,31,"03º 08' 41,692'' E","41º 51' 30,979'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,"1,5 km.",Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,3 km.,Arena,Semiurbana,No, ,3.1449,41.8586,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1058
3.15180000015954,41.8620999987636,1046,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1059,Cala S'Alguer, , ,Pequeña playa carente de servicios que está compuesta de bolos grandes y rocas poco recomendable para el baño.,66 metros,19 metros, ,Medio,Aislada,No, , ,Oleaje moderado,Sí,No,Sí, , , ,No,No, ,No, ,A pie fácil / Coche,Sí,No,C-31,No, ,Sí,No vigilado,Más de 100 plazas,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,El aparcamiento está cerrado en temporada estival por precaución ante el riesgo de incendios. S'Alguer incluye S0Alguer Petit y varias casetas de pescadores de ambos lados. Declarada de interés paisajístico en 1972. Emergencias (112).,512599,4634477,31,"03º 09' 06,704'' E","41º 51' 43,664'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,2 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,3 km.,Bolos grandes,Montaña,No, ,3.1518,41.8621,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1059
3.1565000000991,41.8627999991846,1047,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1060,El Castell, , ,"Playa con una gran calidad de arena, un entorno agradable exento de construcciones y buenos servicios que justifican su alto grado de ocupación.",329 metros,90 metros, ,Alto,Semiurbana,No, ,Dorada,Oleaje moderado / Ventosa,Sí,No,Sí, , , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,No,C-31,No, ,Sí,No vigilado,Más de 100 plazas,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Dispone de una pasarela de acceso para personas con movilidad reducida. Integrada en el espacio de interés natural en la desembocadura del canal del Aubi. Emergencias (112).,512989,4634555,31,"03º 09' 23,469'' E","41º 51' 46,140'' N",Puerto Deportivo Marina de Palamós (Girona),http://www.lamarinapalamos.es/,2 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,7 km.,Arena,Semiurbana,No, ,3.1565,41.8628,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1060
3.17280000009973,41.8652999988176,1048,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1061,Cala Estreta, , ,Bonita cala de difícil acceso muy apropiada para fondear las embarcaciones de recreo y disfrutar de la transparencia de sus aguas.,34 metros,16 metros, ,Alto,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí, , , ,No,No, ,No, ,A pie fácil,Sí,No,C-31,No, ,No, , ,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,En esta cala hay una caseta de pescadores en la que el ayuntamiento ha puesto una pequeña biblioteca. Emergencias (112).,514341,4634835,31,"03º 10' 22,156'' E","41º 51' 55,432'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,5 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,7 km.,Arena,Vegetación,No, ,3.1728,41.8653,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1061
3.17349999970846,41.8658999987679,1049,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1062,Cala Bona, , ,Pequeña cala carente de servicios y a la que se accede a pie por un camino entre pinos y rocas.,160 metros,7 metros, ,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,Sí,Sí, , , ,No,No, ,No, ,A pie fácil,Sí,No,C-31,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Pequeña cala junto a Cap de Planes. Emergencias (112).,514396.89,4634897.7,31,"03º 10' 24,47'' E","41º 51' 57,08'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,6 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,7 km.,Arena,Montaña,No, ,3.1735,41.8659,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1062
3.17669999997313,41.8677999990365,1050,Cataluña/Catalunya,Girona, ,17118,Palamós,http://www.palamos.cat,1063,Cap de Planes, , ,Cala recóndita con difícil acceso a la que acuden los amantes del buceo y la pesca submarina,162 metros,"10,8 metros", ,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,Sí,Sí, , , ,No,No, ,No, ,A pie fácil,Sí,No,C-31,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Emergencias (112).,514664,4635113,31,"03º 10' 36,384'' E","41º 52' 04,169'' N",Club Nàutic Llafranc,http://www.nauticllafranc.net,6 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,7 km.,Arena / Bolos,Montaña,No, ,3.1767,41.8678,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1063
3.20440000001828,41.9854999988111,1051,Cataluña/Catalunya,Girona, ,17124,Pals,http://www.pals.cat,1064,Pals,Grau,Gran,Extensa playa de arena muy frecuentada por el turismo de la zona y sobre todo por los amantes de los deportes de vela.,3.500 metros,70 metros, ,Alto,Semiurbana,No, ,Dorada,Oleaje fuerte / Ventosa,Sí,No,Sí,en la playa, , ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,Sí,GI-V6502,Sí,"Interurbano, Palafrugell - Pals a 15 Km",Sí,No vigilado, ,Sí, ,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,"En esta playa, debido a sus condiciones físicas y climatológicas, hay una gran afición a la práctica de deportes náuticos, sobre todo windsurf, disponiendo de escuelas en la misma playa. Consta de dos sectores: Platja del Grau y Platja Gran. Emergen",516932,4648187,31,"03º 12' 16,090'' E","41º 59' 08,160'' N",Club Nàutic Estartit,http://www.cnestartit.es/,10 km.,Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,20 km.,Arena,Semiurbana,No, ,3.2044,41.9855,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1064
3.1687999997689,42.4214999988282,1052,Cataluña/Catalunya,Girona, ,17138,Portbou,http://www.portbou.cat/,1065,Claper, , ,"Playa inhóspita rodeada de grandes acantilados rocosos y con difícil acceso, fuerte oleaje y sometida a fuertes vientos, donde el único atractivo son sus excelentes fondos rocosos y aguas cristalinas perfectas para la pesca submarina.",40 metros,5 metros, ,Bajo,Aislada,No, , ,Oleaje fuerte / Ventosa,No,No,No, , , ,No,No, ,No, ,A pie difícil,No,No,N-260,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,El aparcamiento se encuentra a 75 m sobre el nivel del mar. Emergencias (112).,513887,4696590,31,"03º 10' 07,918'' E","42º 25' 17,591'' N",Puerto Deportivo de Portbou,http://www.portdeportbou.cat,2 km.,Hospital Comarcal de Figueres,"Ronda Rector Arolsa, s/n (Figueres)",972501400,34 km.,Bolos / Grava,Acantilado,No, ,3.1688,42.4215,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1065
3.16089999956469,42.4269999989905,1053,Cataluña/Catalunya,Girona, ,17138,Portbou,http://www.portbou.cat/,1066,Portbou, , ,"Playa totalmente equipada, con acceso para discapacitados, donde es común la práctica de deportes de vela y el kayak, además de las inmersiones para disfrutar de los fondos rocosos.",270 metros,15 metros, ,Alto,Urbana,Sí, ,Oscura,Oleaje moderado / Ventosa,Sí,No,No, , , ,No,No, ,Sí, ,A pie fácil / Coche,No,Sí,N-260,Sí,Interurbano,Sí,No vigilado,Más de 100 plazas,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Emergencias (112).,513236,4697200,31,"03º 09' 39,393'' E","42º 25' 37,280'' N",Puerto Deportivo de Portbou,http://www.portdeportbou.cat,"0,6 km.",Hospital Comarcal de Figueres,"Ronda Rector Arolsa, s/n (Figueres)",972501400,35 km.,Arena / Grava,Urbana,No, ,3.1609,42.427,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1066
